"","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","address","lat","long","description2"
"47","Italy","There's a touch of toasted almond at the start, but then this Grillo revs up in the glass to deliver notes of citrus, stone fruit, crushed stone and lemon tart. The mouthfeel is crisp and simple.","Sallier de la Tour",85,13,"Sicily & Sardinia","Sicilia","","","","Tasca d'Almerita 2011 Sallier de la Tour Grillo (Sicilia)","Grillo","Tasca d'Almerita","Sicilia, Sicily & Sardinia, Italy",37.5999938,14.0153557,"There's a touch of toasted almond at the start, but then this Grillo revs up in the glass to deliver notes of citrus, stone fruit, crushed stone and lemon tart. The mouthfeel is crisp and simple. Grillo Italy Sicily & Sardinia Sicilia Tasca d'Almerita"
"48","Chile","Lightly herbal strawberry and raspberry aromas are authentic and fresh. On the palate, this is light and juicy, with snappy, lean flavors of red fruit and dry spice. The finish is dry and oaky.","Reserve",85,13,"Maipo Valley","","","Michael Schachner","@wineschach","Tres Palacios 2011 Reserve Pinot Noir (Maipo Valley)","Pinot Noir","Tres Palacios",", Maipo Valley, Chile",-33.4072644,-70.6390583,"Lightly herbal strawberry and raspberry aromas are authentic and fresh. On the palate, this is light and juicy, with snappy, lean flavors of red fruit and dry spice. The finish is dry and oaky. Pinot Noir Chile Maipo Valley  Tres Palacios"
"49","US","Aromas of cranberry, barrel spice and herb are followed by tart cranberry flavors with grainy tannins. It falls a bit flat and the variety seems hard to discern.","",86,55,"Washington","Columbia Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Mellisoni 2014 Malbec (Columbia Valley (WA))","Malbec","Mellisoni","Columbia Valley (WA), Washington, US",47.4523058,-120.822886,"Aromas of cranberry, barrel spice and herb are followed by tart cranberry flavors with grainy tannins. It falls a bit flat and the variety seems hard to discern. Malbec US Washington Columbia Valley (WA) Mellisoni"
"50","US","Syrupy and dense, this wine is jammy in plum and vanilla, with indeterminate structure and plenty of oak. Ripe and full-bodied, it has accents of graphite and leather.","Estate",86,100,"California","Napa Valley","Napa","Virginie Boone","@vboone","Okapi 2013 Estate Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Okapi","Napa Valley, California, US",38.5024689,-122.2653887,"Syrupy and dense, this wine is jammy in plum and vanilla, with indeterminate structure and plenty of oak. Ripe and full-bodied, it has accents of graphite and leather. Cabernet Sauvignon US California Napa Valley Okapi"
"51","Italy","This densely hued wine has aromas of black plum and vanilla that carry over to the simple palate along with a touch of cedar. Pliant tannins give it an easygoing nature. Drink soon.","Prugneto",86,17,"Central Italy","Romagna","","Kerin O’Keefe","@kerinokeefe","Podere dal Nespoli 2015 Prugneto Sangiovese (Romagna)","Sangiovese","Podere dal Nespoli","Romagna, Central Italy, Italy",45.4734243,9.2235197,"This densely hued wine has aromas of black plum and vanilla that carry over to the simple palate along with a touch of cedar. Pliant tannins give it an easygoing nature. Drink soon. Sangiovese Italy Central Italy Romagna Podere dal Nespoli"
"52","US","The aromas are brooding, with notes of barrel spice and cherry. The flavors are tart and elegant in style, with lightly gritty tannins backing them up. Best suited to the dinner table.","Alder Ridge Vineyard",86,25,"Washington","Columbia Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Ram 2014 Alder Ridge Vineyard Cabernet Franc (Columbia Valley (WA))","Cabernet Franc","Ram","Columbia Valley (WA), Washington, US",47.4523058,-120.822886,"The aromas are brooding, with notes of barrel spice and cherry. The flavors are tart and elegant in style, with lightly gritty tannins backing them up. Best suited to the dinner table. Cabernet Franc US Washington Columbia Valley (WA) Ram"
"53","France","This fat, yeasty Champagne is comprised predominantly of Pinot Noir. It has ripe red berry fruit, light acidity and a soft, creamy aftertaste. It's ready to drink.","Brut Rosé",86,58,"Champagne","Champagne","","Roger Voss","@vossroger","Roland Champion NV Brut Rosé  (Champagne)","Champagne Blend","Roland Champion","Champagne, Champagne, France",48.9168895,4.1514325,"This fat, yeasty Champagne is comprised predominantly of Pinot Noir. It has ripe red berry fruit, light acidity and a soft, creamy aftertaste. It's ready to drink. Champagne Blend France Champagne Champagne Roland Champion"
"54","US","There are intriguing touches to the nose of this bottling, with jasmine, sea salt, wet hay, quinine and rainy sidewalk. The structure on the sip is quite delicate, with golden apple and honey flavors.","Golden Horn",86,26,"California","Santa Ynez Valley","Central Coast","Matt Kettmann","@mattkettmann","Sevtap 2015 Golden Horn Sauvignon Blanc (Santa Ynez Valley)","Sauvignon Blanc","Sevtap","Santa Ynez Valley, California, US",34.5841542,-120.0973685,"There are intriguing touches to the nose of this bottling, with jasmine, sea salt, wet hay, quinine and rainy sidewalk. The structure on the sip is quite delicate, with golden apple and honey flavors. Sauvignon Blanc US California Santa Ynez Valley Sevtap"
"55","France","From the warm 2015 vintage, this is a soft and fruity wine. It's open with broad white fruit flavors, the acidity lighter than usual for Chablis, giving it a particularly ripe character. Drink now.","",86,24,"Burgundy","Chablis","","Roger Voss","@vossroger","Simonnet-Febvre 2015  Chablis","Chardonnay","Simonnet-Febvre","Chablis, Burgundy, France",47.815269,3.800451,"From the warm 2015 vintage, this is a soft and fruity wine. It's open with broad white fruit flavors, the acidity lighter than usual for Chablis, giving it a particularly ripe character. Drink now. Chardonnay France Burgundy Chablis Simonnet-Febvre"
"56","France","This soft, rounded wine is ripe with generous pear and melon flavors. It's easy and ready to drink young for its smooth, attractively ripe character.","",86,15,"Burgundy","Mâcon-Milly Lamartine","","Roger Voss","@vossroger","Vignerons des Terres Secrètes 2015  Mâcon-Milly Lamartine","Chardonnay","Vignerons des Terres Secrètes","Mâcon-Milly Lamartine, Burgundy, France",46.352288,4.705395,"This soft, rounded wine is ripe with generous pear and melon flavors. It's easy and ready to drink young for its smooth, attractively ripe character. Chardonnay France Burgundy Mâcon-Milly Lamartine Vignerons des Terres Secrètes"
"57","US","A blend of Merlot and Cabernet Franc, this wine brings disjointed lightly volatile aromas of wood spice, vanilla and cherry. The plump cherry flavors are rounded out by woody barrel notes.","Inspired",86,46,"Washington","Columbia Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Basel Cellars 2013 Inspired Red (Columbia Valley (WA))","Bordeaux-style Red Blend","Basel Cellars","Columbia Valley (WA), Washington, US",47.4523058,-120.822886,"A blend of Merlot and Cabernet Franc, this wine brings disjointed lightly volatile aromas of wood spice, vanilla and cherry. The plump cherry flavors are rounded out by woody barrel notes. Bordeaux-style Red Blend US Washington Columbia Valley (WA) Basel Cellars"
"58","US","Very deep in color and spicy-smoky in flavor, this full-bodied wine is packed with dark-fruit flavors like blackberry and blueberry. Aromas like grilled beef and spicy flavors like cardamom and smoke give it a bold character that's hard to deny.","",86,12,"California","California","California Other","Jim Gordon","@gordone_cellars","Cocobon 2014 Red (California)","Red Blend","Cocobon","California, California, US",36.778261,-119.4179324,"Very deep in color and spicy-smoky in flavor, this full-bodied wine is packed with dark-fruit flavors like blackberry and blueberry. Aromas like grilled beef and spicy flavors like cardamom and smoke give it a bold character that's hard to deny. Red Blend US California California Cocobon"
"59","France","This cooperative, based in Aÿ, has benefited from the fine Pinot Noir in the village to produce a ripe red fruited wine. With balanced acidity and a soft aftertaste, it is ready to drink.","Brut Rosé",86,55,"Champagne","Champagne","","Roger Voss","@vossroger","Collet NV Brut Rosé  (Champagne)","Champagne Blend","Collet","Champagne, Champagne, France",48.9168895,4.1514325,"This cooperative, based in Aÿ, has benefited from the fine Pinot Noir in the village to produce a ripe red fruited wine. With balanced acidity and a soft aftertaste, it is ready to drink. Champagne Blend France Champagne Champagne Collet"
"60","US","Aromas of vanilla, char and toast lead to light creamy stone fruit and canned-corn flavors. It provides appeal but the oak seems overweighted.","",86,12,"Washington","Columbia Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Drumheller 2014 Chardonnay (Columbia Valley (WA))","Chardonnay","Drumheller","Columbia Valley (WA), Washington, US",47.4523058,-120.822886,"Aromas of vanilla, char and toast lead to light creamy stone fruit and canned-corn flavors. It provides appeal but the oak seems overweighted. Chardonnay US Washington Columbia Valley (WA) Drumheller"
"61","US","Big oak defines this robustly dense and extracted red, swimming in vanilla and cherry flavor. Full-bodied and gravelly in texture, it's a rustically pleasant wine for pizza nights and crowds.","Old Vine",86,40,"California","Alexander Valley","Sonoma","Virginie Boone","@vboone","Eco Terreno 2013 Old Vine Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Eco Terreno","Alexander Valley, California, US",38.6129647,-122.7694345,"Big oak defines this robustly dense and extracted red, swimming in vanilla and cherry flavor. Full-bodied and gravelly in texture, it's a rustically pleasant wine for pizza nights and crowds. Cabernet Sauvignon US California Alexander Valley Eco Terreno"
"62","US","Juicy plum, raspberry and pencil lead lead the way in this vineyard designate, a site that's 2,000 feet high. Tobacco and cedar meet a full-bodied hit of oak and puckering tannin, the wine still youthfully wrapped in its full-bodied boldness.","Bella Vetta Vineyard",86,75,"California","Howell Mountain","Napa","Virginie Boone","@vboone","Hindsight 2013 Bella Vetta Vineyard Cabernet Sauvignon (Howell Mountain)","Cabernet Sauvignon","Hindsight","Howell Mountain, California, US",38.58139,-122.45,"Juicy plum, raspberry and pencil lead lead the way in this vineyard designate, a site that's 2,000 feet high. Tobacco and cedar meet a full-bodied hit of oak and puckering tannin, the wine still youthfully wrapped in its full-bodied boldness. Cabernet Sauvignon US California Howell Mountain Hindsight"
"63","US","This is the producer's first release of this wine. Fruity aromas of plum and tart cranberry add to its overall sense of lightness and understatement.","Estate Grown",86,55,"California","Calistoga","Napa","Virginie Boone","@vboone","Hindsight 2012 Estate Grown Petite Sirah (Calistoga)","Petite Sirah","Hindsight","Calistoga, California, US",38.5787965,-122.5797054,"This is the producer's first release of this wine. Fruity aromas of plum and tart cranberry add to its overall sense of lightness and understatement. Petite Sirah US California Calistoga Hindsight"
"64","US","This is made from equal parts Cabernet Franc and Merlot, with small additions of Malbec. Juicy, it reveals a raisiny quality of ripeness around integrated oak and generous tannin.","The Cypher",86,75,"California","Napa Valley","Napa","Virginie Boone","@vboone","Mulvane Wine Co. 2013 The Cypher Red (Napa Valley)","Bordeaux-style Red Blend","Mulvane Wine Co.","Napa Valley, California, US",38.5024689,-122.2653887,"This is made from equal parts Cabernet Franc and Merlot, with small additions of Malbec. Juicy, it reveals a raisiny quality of ripeness around integrated oak and generous tannin. Bordeaux-style Red Blend US California Napa Valley Mulvane Wine Co."
"65","Germany","Earthy pollen and mineral notes lend a savory tone to this medium-sweet Riesling. It's soft and slightly pulpy, intensified by overripe tangerine and stone fruit flavors. Drink now through 2018.","",86,9,"Rheinhessen","","","Anna Lee C. Iijima","","Schmitt Söhne 2015 Riesling (Rheinhessen)","Riesling","Schmitt Söhne",", Rheinhessen, Germany",49.8935328,8.0850303,"Earthy pollen and mineral notes lend a savory tone to this medium-sweet Riesling. It's soft and slightly pulpy, intensified by overripe tangerine and stone fruit flavors. Drink now through 2018. Riesling Germany Rheinhessen  Schmitt Söhne"
"66","Australia","This medium-bodied Chardonnay features aromas of pineapple and roasted cashew. Similar notes of ripe pineapple and nuts mark the palate, then ease to a rather soft, easy finish. Drink now.","Made With Organic Grapes",86,18,"South Australia","South Australia","","Joe Czerwinski","@JoeCz","Yalumba 2016 Made With Organic Grapes Chardonnay (South Australia)","Chardonnay","Yalumba","South Australia, South Australia, Australia",-30.0002315,136.2091547,"This medium-bodied Chardonnay features aromas of pineapple and roasted cashew. Similar notes of ripe pineapple and nuts mark the palate, then ease to a rather soft, easy finish. Drink now. Chardonnay Australia South Australia South Australia Yalumba"
